tave,pr,wind_speed,rh,solar_rad
28.15,3.4,2.23,73.03,186.23
28.37,0.0,3.85,67.64,244.31
28.12,6.92,1.16,68.26,240.35
28.58,6.92,0.6,71.11,239.29
28.54,0.0,1.14,70.11,252.18
28.4,0.0,0.78,75.22,237.13
27.63,3.95,0.83,80.45,233.1
27.61,0.0,0.74,80.06,224.63
27.94,0.0,1.09,78.17,223.68
27.95,0.0,1.0,76.25,215.14
27.77,8.06,0.69,78.03,224.57
27.07,8.06,0.93,81.16,164.73
27.43,0.0,1.48,75.84,216.9
26.96,0.0,2.88,75.05,182.77
26.64,4.57,3.32,78.95,172.36
26.83,11.43,3.11,79.18,190.14
26.41,9.15,2.54,80.32,162.75
26.59,11.5,3.03,80.27,193.79
26.07,15.33,3.47,84.52,132.92
26.91,0.0,2.61,75.46,215.23
26.79,0.0,3.97,75.01,213.09
26.79,3.83,2.81,78.82,195.42
25.64,1.9,3.43,84.87,44.73
26.4,0.95,3.15,81.13,127.78
27.23,0.0,2.17,74.29,207.87
27.34,0.95,0.6,80.42,227.4
26.82,0.0,1.94,87.74,196.01
27.05,0.0,1.21,85.78,205.5
27.11,0.0,0.7,81.76,201.13
27.0,0.0,2.01,80.43,209.24
26.54,0.0,2.77,76.34,216.03
27.2,5.63,3.32,70.67,231.4
27.19,0.0,3.74,74.23,174.05
27.08,5.65,3.97,77.48,199.9
26.03,33.88,4.62,84.01,103.8
26.41,0.0,4.13,77.38,92.97
26.51,0.0,3.47,76.53,209.59
26.47,0.0,2.7,78.8,222.46
26.35,0.0,3.38,78.9,159.29
25.98,26.18,2.54,81.25,147.04
26.5,8.73,3.25,77.25,226.71
25.97,8.73,2.16,82.74,148.01
26.93,0.0,2.8,77.37,229.9
27.07,0.0,2.42,79.11,205.3
26.95,9.98,2.42,79.29,209.88
27.2,0.0,1.27,77.17,184.65
27.29,0.0,0.7,78.45,187.92
27.76,0.0,0.78,79.24,232.35
27.34,0.0,0.78,83.65,197.01
26.81,0.0,0.59,82.0,231.11
26.69,0.0,0.79,78.1,248.57
27.09,0.0,1.26,74.35,259.69
26.6,0.0,2.25,78.7,210.22
26.59,0.0,4.87,71.92,236.8
26.07,0.0,3.74,71.96,225.27
26.59,0.0,2.58,79.77,214.51
27.32,0.0,1.2,79.98,210.11
26.8,0.0,1.33,85.8,187.47
27.24,0.0,0.89,82.19,207.76
27.36,0.0,1.29,83.24,211.77
27.62,0.0,0.93,81.76,230.74
27.42,0.0,0.58,81.51,228.33
27.42,0.0,1.09,77.44,243.53
27.64,0.0,2.11,72.23,248.54
27.25,0.0,4.46,72.35,252.65
26.72,0.0,5.71,71.14,217.76
26.6,0.0,5.82,66.61,234.78
26.77,0.0,4.17,65.58,267.71
27.63,0.0,3.06,68.19,260.48
27.24,3.2,2.12,77.51,174.16
27.22,7.32,0.61,82.08,204.84
26.7,0.0,0.75,81.68,188.74
27.15,0.0,2.94,69.97,257.88
26.55,6.41,3.57,73.77,228.05
26.51,0.0,5.03,74.44,242.27
26.62,4.08,3.18,72.33,237.88
25.63,20.38,1.94,82.9,102.79
26.54,0.0,2.96,80.19,190.92
26.97,0.0,2.16,75.53,253.58
26.73,0.0,2.02,73.9,237.63
26.63,0.0,2.29,78.92,237.33
26.86,0.0,4.31,71.58,258.95
26.47,0.0,3.7,72.77,229.33
26.78,0.0,4.02,70.82,263.68
26.55,0.0,4.04,70.23,242.4
26.72,0.0,4.09,69.85,222.62
27.21,0.0,3.9,67.06,273.36
27.09,0.0,3.08,76.31,215.93
26.8,0.0,1.99,77.78,232.73
27.29,0.0,2.47,71.62,288.14
27.09,0.0,3.07,75.34,260.95
27.06,0.0,2.78,76.61,199.35
26.61,0.0,4.07,78.64,148.73
26.93,0.0,2.54,75.23,217.08
26.66,0.0,2.41,79.88,199.52
26.96,0.0,3.05,70.39,283.02
27.76,0.0,3.14,68.01,257.89
27.32,19.57,2.36,78.24,165.68
26.37,0.0,0.69,83.44,109.71
27.01,0.0,2.3,83.8,218.56
27.17,14.29,1.96,84.37,237.03
27.27,0.0,0.74,78.36,262.99
27.01,0.0,1.05,76.79,264.16
27.48,0.0,1.76,66.39,317.05
27.8,0.0,2.11,70.2,291.18
27.74,0.0,1.42,71.88,292.33
27.44,0.0,2.14,71.51,277.23
27.5,0.0,2.47,70.27,273.34
27.33,0.0,3.1,68.89,261.55
26.92,0.0,2.13,75.68,255.46
26.76,0.0,1.16,75.36,243.41
27.23,0.0,0.87,74.63,283.56
27.85,0.0,1.43,71.21,294.26
27.18,16.77,1.93,79.54,222.97
27.0,0.0,1.04,79.52,243.5
27.17,0.0,1.83,77.95,231.27
26.66,19.16,2.24,77.18,164.39
27.52,0.0,2.68,69.06,278.07
27.15,0.0,2.71,75.18,200.75
27.54,0.0,2.48,75.45,251.76
27.36,0.0,1.69,77.15,178.42
27.75,0.0,1.73,71.77,269.46
27.62,0.0,1.52,72.05,227.65
27.91,0.0,1.26,73.99,295.12
27.62,0.0,1.42,70.14,307.77
27.92,7.2,1.7,74.63,263.58
27.73,0.0,1.85,74.4,260.33
27.7,0.0,1.63,73.85,282.94
27.53,0.0,1.77,74.13,255.61
27.83,0.0,1.61,72.59,291.69
27.93,0.0,1.11,73.5,307.2
28.24,0.0,1.11,71.55,306.57
27.53,0.0,1.26,78.03,244.17
27.65,0.0,1.14,74.91,275.04
27.6,0.0,1.66,72.28,297.77
27.64,0.0,1.22,72.79,293.98
27.56,0.0,2.16,78.92,300.57
27.89,0.0,1.19,75.15,307.89
27.91,0.0,1.11,72.52,298.2
28.29,0.0,1.42,76.74,291.56
27.99,0.0,0.92,76.64,252.99
28.22,0.0,1.7,69.41,271.07
27.3,40.35,2.65,77.12,135.94
27.24,0.0,1.18,79.84,186.6
27.45,0.0,1.39,81.9,259.84
28.07,0.0,0.7,75.53,286.93
28.1,10.51,1.17,71.62,268.59
28.28,0.0,1.4,75.14,255.52
28.35,0.0,0.86,75.01,275.91
27.82,0.0,1.88,76.55,219.68
28.2,0.0,1.49,76.18,242.63
28.4,0.0,1.47,72.66,291.21
28.35,0.0,1.61,74.56,234.7
27.42,36.87,2.89,80.62,120.72
27.61,15.87,2.73,69.75,131.09
26.69,7.93,0.75,71.34,78.73
26.69,15.87,0.69,81.59,93.05
28.35,0.0,1.56,75.91,253.12
28.19,0.0,1.52,80.78,245.77
28.56,0.0,1.81,80.68,256.6
28.92,6.16,1.43,78.16,261.3
28.48,6.16,1.24,78.88,244.86
28.94,0.0,1.22,74.21,241.99
27.97,12.32,1.13,78.92,200.53
27.97,8.46,0.6,81.68,226.91
27.42,8.46,0.85,86.04,175.9
27.82,8.46,0.94,84.75,213.9
27.29,8.46,2.19,87.71,193.74
27.45,0.0,2.59,85.77,227.83
27.52,0.0,1.51,83.56,208.74
27.59,5.23,1.0,83.81,190.41
27.51,5.23,1.27,82.15,213.94
27.66,5.23,1.36,83.19,181.28
27.69,5.23,1.05,85.2,160.88
28.09,3.2,0.86,78.44,220.97
27.77,4.51,1.38,82.12,212.54
27.93,2.36,1.72,80.07,207.88
28.29,1.36,0.97,80.07,265.93
28.5,1.26,1.11,81.38,228.47
28.14,0.0,1.34,81.08,210.15
27.63,8.66,1.71,81.12,182.09
27.64,8.66,1.96,81.43,204.56
27.73,17.32,1.49,80.13,214.0
27.56,25.99,1.14,80.51,212.76
27.67,8.66,1.06,78.34,225.91
26.99,11.34,1.72,83.77,171.94
27.18,5.09,0.87,81.19,180.41
27.93,8.1,1.14,79.2,237.77
27.85,3.57,1.38,80.88,238.4
27.8,6.82,1.23,78.97,251.16
27.59,16.33,1.31,81.36,243.88
26.77,16.33,0.97,83.66,160.42
27.09,8.17,0.84,81.63,202.84
27.49,8.17,1.03,80.61,202.34
27.74,12.25,1.08,80.97,200.92
27.73,27.32,1.59,81.16,220.52
27.01,8.95,1.15,83.42,200.62
27.56,13.79,1.35,82.64,205.7
26.21,11.54,1.29,88.23,152.37
26.88,16.88,1.23,80.27,209.08
27.56,0.0,1.37,77.46,185.21
27.73,0.0,1.59,79.87,226.37
26.88,20.27,1.88,87.67,139.04
27.07,0.0,1.19,83.25,202.7
27.34,10.13,0.66,80.66,192.02
27.5,0.0,1.25,78.56,216.31
27.25,0.0,1.78,80.07,230.32
27.48,0.0,1.13,79.77,229.04
27.06,2.95,0.91,80.37,168.72
26.6,11.79,2.1,85.38,137.77
26.55,16.82,1.02,82.81,113.75
26.18,16.82,0.45,79.97,136.31
26.82,16.82,1.66,79.09,167.4
26.93,0.0,1.19,77.05,132.12
27.45,0.0,0.91,75.44,241.86
27.14,18.0,0.92,78.53,179.19
26.5,0.0,1.55,82.65,191.54
26.49,0.0,2.13,83.06,176.99
27.03,6.0,1.77,80.47,219.5
27.04,0.0,1.25,78.14,232.02
26.86,8.1,0.81,77.8,189.28
26.65,0.0,1.26,81.36,187.01
27.12,0.0,1.9,76.42,206.15
27.29,4.05,2.46,78.29,208.67
26.76,8.1,2.12,82.29,149.04
27.16,0.0,1.86,80.29,183.84
27.44,9.47,2.46,77.05,214.15
28.07,0.0,2.54,74.24,257.08
27.46,0.0,2.34,77.65,228.71
26.93,0.0,1.89,82.24,201.92
27.5,1.37,1.35,79.28,228.89
27.62,0.8,1.36,75.39,241.39
27.91,5.24,1.38,74.4,216.37
27.51,1.21,1.82,79.31,212.5
27.82,1.37,1.66,77.6,244.18
28.22,0.0,2.33,75.21,216.97
27.53,6.75,2.64,79.87,205.85
26.79,6.75,1.93,81.86,165.92
27.38,6.75,2.36,76.25,213.43
27.52,0.0,1.82,74.45,205.66
27.0,5.39,1.52,81.19,161.59
27.53,0.0,1.85,72.83,155.84
27.44,21.57,2.05,79.89,229.41
27.26,16.18,2.44,82.58,205.0
26.84,16.18,2.22,83.78,70.34
26.26,10.79,2.56,83.73,116.02
26.36,13.8,0.31,82.48,129.52
26.6,20.69,2.33,79.68,119.73
26.56,13.8,2.82,81.37,126.65
25.99,27.59,1.3,84.93,180.6
26.34,0.0,2.55,85.96,149.84
27.03,4.17,1.89,83.85,104.04
27.48,16.66,1.77,78.24,163.98
27.38,0.0,3.02,79.65,209.17
27.09,8.33,1.82,82.32,210.13
26.84,4.76,0.47,84.24,194.98
27.17,3.78,1.26,81.41,238.8
26.42,11.34,1.33,83.62,166.75
26.91,15.12,0.21,80.36,116.64
27.16,3.78,0.66,81.32,220.13
27.44,0.0,0.76,81.99,271.22
27.05,5.08,0.8,81.99,200.98
26.84,10.16,0.95,84.59,182.94
27.29,5.08,0.67,79.95,206.96
27.1,2.54,0.7,79.8,214.03
27.08,0.0,0.87,82.93,247.91
27.28,19.41,1.0,81.18,252.73
26.46,19.41,2.0,84.04,133.79
27.19,0.0,1.53,80.41,263.48
27.74,0.0,1.34,78.12,276.48
27.98,0.0,1.91,78.47,280.95
28.04,0.0,2.19,79.14,265.05
27.01,12.42,1.44,83.51,186.13
27.52,0.0,0.82,77.59,262.03
27.49,0.0,1.49,79.02,272.93
27.33,0.0,1.64,80.54,177.39
27.36,0.0,2.29,81.76,257.98
27.16,0.0,2.11,81.63,247.59
27.43,0.0,0.81,80.25,232.69
27.28,0.0,1.26,80.85,253.13
27.87,0.0,1.47,79.5,265.41
28.14,0.0,1.87,76.52,267.96
28.15,0.0,1.55,77.69,268.71
27.17,18.58,1.34,82.15,186.7
27.25,0.0,1.25,81.03,239.69
27.4,12.39,1.66,80.46,244.46
27.91,12.39,1.33,77.08,246.07
28.0,9.27,2.17,76.91,234.61
28.22,0.0,1.6,76.77,251.22
27.7,9.27,0.54,77.77,213.01
26.53,18.53,2.3,84.92,120.99
26.45,18.53,2.96,83.69,118.13
26.23,8.19,2.76,84.37,51.8
26.52,10.44,1.77,82.22,71.66
26.53,6.94,0.96,83.64,137.31
27.35,4.72,0.47,80.51,272.23
28.0,5.33,1.85,78.1,250.13
28.06,0.0,2.17,76.9,248.35
28.19,0.0,1.29,77.36,242.35
27.78,0.0,1.09,81.3,240.4
27.74,0.0,0.9,78.17,240.59
28.0,0.0,1.63,74.9,275.27
26.61,7.5,1.9,85.02,170.04
26.72,7.5,0.7,82.51,195.95
27.41,0.0,0.57,76.28,243.24
26.96,22.5,0.85,79.74,223.03
27.04,0.0,0.6,82.21,235.13
27.28,11.14,0.95,80.68,229.32
27.44,11.14,0.72,78.68,184.86
27.5,6.36,0.88,80.6,241.89
27.49,0.0,0.66,82.58,240.1
27.61,5.57,0.87,80.19,202.84
27.7,15.86,0.29,81.6,206.81
26.56,7.93,0.35,84.01,73.86
27.34,5.29,0.72,80.8,171.8
27.34,5.29,1.48,83.88,233.41
27.64,2.64,1.65,79.24,249.83
27.34,13.08,0.49,79.44,229.75
27.18,8.72,0.58,79.23,209.44
26.19,8.72,1.13,86.42,42.7
26.37,13.08,1.4,85.95,79.19
27.29,4.36,1.11,78.75,222.35
27.04,4.25,1.09,76.88,177.89
27.11,4.25,0.77,79.79,172.8
26.64,4.25,1.06,80.9,185.9
26.39,14.57,1.81,86.5,130.74
27.31,0.0,2.09,82.07,153.55
27.39,6.5,1.47,80.37,223.47
27.18,0.0,1.28,83.26,168.29
26.91,29.73,1.07,84.77,200.96
26.69,19.51,0.38,81.87,127.32
27.08,13.01,1.33,79.11,124.8
27.28,3.47,1.29,78.43,218.16
27.0,10.03,1.01,83.88,169.75
26.49,11.35,1.58,83.66,141.42
27.11,6.08,1.27,78.89,242.92
27.05,11.44,0.7,81.05,218.72
27.17,3.67,0.07,81.61,179.79
27.43,0.0,1.46,79.31,222.15
27.65,0.0,0.9,76.82,222.6
27.44,4.16,0.71,79.94,246.65
27.1,4.16,0.14,81.87,243.36
26.59,4.16,1.0,83.12,199.8
27.15,20.36,2.42,79.99,190.57
26.96,6.79,0.15,81.96,151.13
27.18,6.79,0.82,79.62,203.59
27.66,6.79,0.46,76.8,235.92
27.29,20.36,0.88,80.64,183.41
27.26,0.0,1.62,81.38,179.27
26.82,0.0,1.29,84.77,164.47
27.5,0.0,0.22,80.75,239.15
27.49,0.0,1.68,81.3,196.17
26.6,10.86,1.34,82.17,196.91
26.35,5.62,0.87,81.44,163.33
26.6,5.62,0.3,83.4,191.25
26.87,2.81,1.43,81.33,211.71
27.05,0.0,0.77,79.91,202.64
27.47,0.0,0.49,80.72,224.92
27.15,0.0,1.75,80.78,175.99
26.76,0.0,2.56,80.33,158.62
26.96,4.53,1.3,79.63,216.49
26.91,18.13,2.95,79.75,173.4
26.76,4.53,2.54,80.25,108.08
26.94,0.0,1.64,78.29,202.1
26.15,16.4,2.2,82.16,124.93
26.53,0.0,1.36,80.56,191.06
27.43,8.2,1.62,74.78,222.91
27.57,8.2,0.5,72.33,231.04
27.46,0.0,0.58,76.47,234.89
27.46,0.0,0.96,79.8,193.42
27.52,0.0,0.11,80.59,197.7
27.41,8.79,0.33,80.21,219.44
27.13,17.59,0.43,80.77,204.01
26.11,5.5,0.77,83.05,107.04
26.98,0.0,1.18,80.66,193.6
26.81,5.5,0.48,79.4,162.06
26.9,5.5,1.05,83.21,210.03
27.23,0.0,0.49,81.71,213.3
27.1,0.0,0.48,79.55,210.2
27.48,4.71,0.96,76.96,224.34
26.95,14.12,0.47,79.75,211.27
26.59,9.41,1.43,79.58,159.81
26.44,4.71,1.26,80.43,157.84
26.92,0.0,3.36,77.25,190.62
26.14,38.22,4.9,79.49,97.36
25.47,10.92,1.64,81.28,64.14
26.24,5.46,1.57,83.25,158.77
26.54,5.46,0.15,83.35,183.02
26.25,2.87,0.55,80.05,200.13
26.98,0.0,0.49,73.43,210.78
26.76,2.87,2.1,78.76,175.06
26.84,0.0,1.83,78.49,207.03
26.24,5.73,3.12,81.59,80.92
26.16,9.17,1.05,81.79,134.61
26.58,6.12,0.82,84.3,97.87
26.42,6.12,0.33,85.52,137.79
26.87,0.0,0.41,79.58,222.48
26.71,0.0,0.76,81.12,167.39
26.32,3.06,1.03,82.35,175.17
25.46,20.37,3.3,84.53,111.74
26.14,12.22,2.01,82.52,172.99
25.79,8.15,1.12,85.42,118.79
25.18,12.22,3.04,85.94,56.86
25.8,4.07,2.5,84.22,175.37
25.67,6.7,2.62,83.65,86.52
25.19,16.76,2.07,87.27,93.84
26.23,3.35,0.83,85.81,169.94
26.64,3.35,0.61,82.42,210.47
26.54,3.35,0.97,82.63,193.39
25.44,15.45,2.91,86.82,52.3
25.59,5.15,0.56,87.53,124.95
26.46,0.0,0.5,84.75,175.33
26.46,5.89,0.69,85.63,187.28
26.15,5.89,0.58,85.74,179.77
25.92,15.11,0.91,85.88,161.76
25.23,7.55,2.63,85.74,97.98
24.87,18.88,2.91,83.96,19.58
26.19,0.0,2.19,84.79,108.52
26.35,7.55,2.29,84.73,205.04
26.19,0.0,1.33,86.26,184.7
26.04,15.53,0.86,81.29,166.08
26.13,13.59,0.56,80.55,176.44
26.47,6.79,2.29,77.36,224.52
26.21,0.0,2.51,78.71,216.22
26.43,0.0,2.86,77.54,211.23
26.6,0.0,1.89,77.87,242.62
26.47,0.0,2.96,76.29,206.22
26.08,0.0,4.51,79.7,177.53
25.65,0.0,3.91,80.52,210.8
25.87,16.87,4.16,79.53,207.31
25.71,0.0,2.14,83.05,197.71
25.88,0.0,1.63,79.92,189.19
26.26,0.0,3.12,78.22,234.72
25.7,0.0,2.35,83.68,142.66
26.25,0.0,1.47,81.32,206.53
26.8,0.0,2.48,76.26,244.79
25.99,46.24,2.53,83.39,165.86
25.62,26.98,3.57,85.88,88.57
26.35,0.0,0.7,81.97,203.64
26.77,0.0,1.46,83.3,221.01
26.68,11.3,0.33,85.37,222.92
26.64,45.19,0.58,84.82,232.75
26.04,22.6,0.69,84.67,142.43
26.45,11.3,0.35,83.12,202.18
26.39,22.6,0.73,83.46,191.87
26.08,0.0,1.46,84.67,193.48
26.79,0.0,2.63,74.35,249.68
26.18,3.29,5.1,69.75,194.23
25.75,16.45,5.94,77.09,170.41
25.28,0.0,5.65,75.17,148.19
25.05,15.06,2.33,83.83,111.34
26.53,0.0,1.53,77.62,262.45
26.82,0.0,0.97,84.31,243.68
26.37,0.0,0.4,83.55,240.19
26.64,0.0,0.35,78.41,268.28
26.73,0.0,0.89,81.97,264.42
26.9,0.0,0.69,81.94,245.14
26.71,0.0,2.02,79.38,232.1
27.13,3.17,1.07,79.21,263.88
26.74,0.0,1.83,82.49,248.18
26.72,3.17,2.53,74.11,264.66
26.86,3.17,2.62,75.3,246.93
26.8,3.17,2.55,74.69,265.23
26.35,0.0,2.67,77.39,246.12
26.39,0.0,2.85,73.26,257.3
26.6,0.0,2.49,76.35,240.75
26.41,12.76,3.91,78.76,207.74
25.23,19.14,3.74,87.63,69.86
25.44,12.82,1.78,84.98,89.91
25.66,0.0,1.32,85.95,183.16
26.24,0.0,2.02,86.4,251.65
26.44,0.0,0.93,83.67,261.35
26.84,0.0,0.92,82.02,255.4
26.8,0.0,0.84,81.59,254.26
26.75,0.0,1.39,81.15,222.82
27.19,0.0,1.34,80.76,268.88
27.15,6.36,1.49,76.65,252.06
26.99,0.0,0.82,80.12,226.91
26.33,11.14,0.76,84.41,188.46
26.82,0.0,1.12,80.25,235.17
27.0,0.0,2.2,76.11,238.62
25.94,11.14,1.99,86.65,71.4
26.72,0.0,1.43,79.59,197.74
27.18,0.0,1.69,77.37,265.36
26.75,8.27,3.17,79.27,165.59
26.74,0.0,1.71,81.66,218.06
26.97,20.67,2.43,78.28,228.16
26.24,16.54,2.09,84.88,133.59
26.18,8.27,0.72,85.13,108.26
26.56,21.22,0.25,83.97,196.48
26.51,21.22,0.85,83.64,174.01
26.75,0.0,1.06,81.87,150.0
27.32,0.0,1.82,76.18,280.66
27.34,0.0,1.97,76.85,241.91
27.51,0.0,1.77,73.95,287.28
27.52,10.27,1.39,75.89,289.53
26.75,20.53,0.64,80.63,248.47
26.71,20.53,0.32,81.72,232.06
26.5,20.53,0.6,80.58,167.64
26.53,13.92,1.2,81.28,225.36
26.94,0.0,1.07,80.94,261.54
27.02,13.92,0.68,79.84,278.0
26.91,55.7,0.61,83.64,214.24
26.87,41.77,0.37,79.47,238.35
26.99,23.53,1.71,78.48,222.7
26.99,29.41,1.63,76.71,142.66
27.74,11.76,0.77,73.02,220.65
27.64,0.0,0.52,73.52,236.43
27.87,0.0,0.47,73.14,264.88
28.01,0.0,0.6,76.8,284.46
28.04,0.0,0.84,78.23,276.55
27.9,0.0,0.72,76.91,281.57
28.23,0.0,0.14,74.58,273.62
28.28,0.0,0.35,74.99,279.05
27.11,17.28,0.52,82.66,234.77
25.64,0.0,0.97,87.38,142.24
26.76,8.64,1.17,80.29,212.76
27.32,0.0,0.64,79.76,238.08
27.1,0.0,0.94,82.36,256.33
27.01,0.0,1.04,78.9,198.58
26.88,0.0,1.63,79.54,205.75
27.1,3.5,1.38,78.14,215.38
27.06,7.0,0.78,79.42,196.03
27.47,3.5,1.08,76.54,253.59
27.79,0.0,1.45,77.92,266.61
26.67,14.2,2.24,81.65,191.59
26.5,14.2,0.84,81.28,164.39
26.83,21.3,0.6,81.54,177.92
26.82,7.1,0.27,84.8,168.66
26.91,25.08,0.43,83.53,145.95
26.62,12.54,1.04,84.42,180.25
27.25,0.0,2.78,78.06,188.82
26.68,25.08,0.42,84.5,106.88
26.92,0.0,1.77,82.47,225.85
27.44,0.0,1.84,79.44,229.13
27.2,21.86,0.77,81.79,181.63
26.07,28.69,0.91,86.64,95.44
26.8,0.0,1.26,84.51,107.94
27.42,19.13,1.38,81.29,136.81
26.86,7.49,1.26,83.87,122.11
27.12,14.97,0.23,83.29,230.0
27.07,14.97,0.39,83.57,213.41
27.43,0.0,0.98,81.2,227.24
26.86,37.43,0.54,84.65,127.54
26.89,0.0,0.94,81.48,172.31
27.81,0.0,0.68,79.84,245.94
27.73,0.0,0.36,80.64,258.54
27.93,18.81,0.47,79.92,259.32
26.97,37.62,0.59,85.56,143.94
26.47,65.84,0.28,86.67,64.08
27.14,12.8,0.42,82.65,114.91
27.6,0.0,2.11,81.44,252.6
27.55,4.27,0.95,82.22,261.24
27.39,4.27,1.08,85.26,239.5
27.1,8.53,0.62,83.45,201.57
26.29,8.89,1.19,85.82,150.86
27.16,0.0,1.18,80.31,189.0
27.21,17.78,0.49,80.28,273.69
27.22,17.78,0.68,81.09,253.05
27.02,17.78,0.78,84.29,208.32
26.93,29.13,0.7,81.18,217.92
26.47,0.0,1.13,84.61,164.58
26.98,0.0,1.73,80.26,221.51
26.91,9.71,1.35,80.12,185.64
27.13,0.0,1.91,82.54,229.97
26.31,2.67,2.18,84.69,147.55
27.1,5.34,1.41,82.99,216.69
27.59,2.67,1.3,78.67,249.44
27.36,2.67,1.57,77.5,263.58
27.08,2.67,1.18,80.34,244.91
27.22,0.0,1.32,78.21,215.52
27.18,0.0,0.41,77.72,251.11
27.19,0.0,1.36,79.45,245.99
27.45,0.0,1.8,79.33,232.89
26.76,0.0,1.84,81.72,237.41
26.94,6.4,0.91,80.55,222.38
26.24,6.4,0.97,83.37,140.45
27.13,0.0,1.77,79.08,227.77
27.52,0.0,1.46,76.96,230.7
27.01,6.4,1.57,81.21,224.44
27.25,7.74,1.0,77.62,235.98
27.06,0.0,0.2,78.49,187.89
27.01,7.74,0.91,80.41,235.23
27.11,0.0,1.03,80.96,185.02
27.15,7.74,1.01,78.95,175.78
27.17,9.51,0.88,74.48,203.5
26.55,9.51,1.63,79.61,191.17
26.57,28.53,0.53,79.94,173.79
25.89,9.51,0.58,84.74,58.6
27.02,0.0,0.94,77.45,222.34
26.85,0.0,0.95,80.27,220.22
27.29,10.74,1.07,79.38,235.78
26.6,10.74,0.51,82.54,146.8
27.32,0.0,1.13,77.24,249.69
27.05,0.0,1.86,79.69,221.01
27.23,6.05,0.19,77.91,233.22
27.67,10.59,0.61,74.82,172.85
28.03,0.0,0.75,77.52,223.92
27.11,15.88,1.38,81.99,183.98
27.95,0.0,1.02,76.3,231.0
28.58,0.0,1.47,73.68,294.12
28.68,0.0,1.04,72.35,250.43
28.71,0.0,1.76,72.77,263.04
28.63,0.0,2.77,76.14,255.32
28.79,0.0,1.69,75.9,281.06
28.48,0.0,2.03,77.44,232.76
28.86,0.0,2.84,75.11,268.93
28.09,0.0,2.79,77.68,260.67
27.8,0.0,2.45,80.55,261.18
27.43,11.0,1.39,82.99,266.7
27.45,11.0,1.46,82.68,232.43
27.59,11.58,1.09,82.45,157.81
28.0,0.0,1.31,81.06,247.46
28.13,5.79,0.65,79.76,227.61
28.06,0.0,0.99,79.41,270.42
27.62,0.0,1.76,82.35,229.68
26.85,12.41,1.51,83.76,226.91
27.0,18.62,1.44,84.02,244.19
25.99,12.41,0.46,85.09,70.14
26.3,6.21,0.68,83.11,151.06
26.68,0.0,2.11,81.62,256.1
27.31,3.93,2.07,81.24,252.04
27.61,3.93,0.67,78.75,268.4
26.92,3.93,0.84,79.9,241.24
26.88,0.0,1.65,80.63,206.91
26.78,0.0,1.2,81.58,227.77
26.56,0.0,0.97,82.72,190.98
26.97,0.0,1.8,82.01,227.81
27.24,0.0,1.45,79.23,262.44
27.42,0.0,1.36,78.23,257.57
27.21,0.0,1.99,79.89,232.63
26.34,8.93,1.25,82.06,184.7
27.1,4.47,1.36,75.14,225.23
27.06,0.0,1.5,78.31,249.62
26.97,4.47,0.35,77.06,229.6
26.57,10.21,1.09,82.97,225.7
26.68,0.0,0.82,80.29,201.13
26.68,17.14,1.75,81.22,220.54
26.05,0.0,1.95,83.73,137.46
26.43,0.0,1.98,83.68,188.43
26.69,15.0,0.71,80.06,193.39
27.36,0.0,0.73,77.01,237.71
27.18,8.34,1.58,78.77,206.63
27.11,4.17,1.62,80.35,260.97
27.59,4.77,1.25,76.33,265.99
27.51,0.0,1.21,75.6,240.05
27.36,8.34,0.62,78.0,212.87
26.46,18.97,0.76,81.18,140.27
27.7,0.0,0.66,75.83,246.81
27.75,9.49,0.71,75.93,241.14
27.47,0.0,1.19,77.46,231.07
27.63,9.49,1.66,77.62,148.17
26.94,0.0,1.04,81.88,206.67
26.45,12.92,0.98,84.26,140.42
26.69,6.46,1.41,79.94,187.03
26.23,6.46,0.49,81.27,141.69
26.89,0.0,1.34,74.62,162.14
27.15,12.9,0.9,76.01,192.14
27.14,32.25,0.24,78.19,154.13
27.02,12.9,0.79,81.38,208.57
26.35,25.8,1.39,84.3,156.35
26.45,12.9,0.77,81.98,85.9
26.52,0.0,1.39,82.07,211.56
26.77,0.0,0.95,79.88,208.48
27.31,6.83,0.58,76.28,247.84
27.37,27.33,0.57,76.87,237.98
26.36,6.83,0.54,86.74,166.24
26.81,0.0,0.21,81.4,220.28
27.59,0.0,0.86,79.14,277.88
27.84,0.0,0.87,81.28,268.46
27.87,21.08,1.45,81.88,269.76
27.82,0.0,1.55,81.52,249.33
27.57,0.0,1.16,80.49,248.27
27.92,0.0,1.06,77.03,242.38
26.9,14.06,0.86,80.4,141.46
26.93,18.75,1.54,81.7,125.82
27.44,14.06,0.03,77.03,115.15
27.93,5.45,0.63,72.37,172.6
28.53,0.0,0.27,72.85,275.7
28.38,10.9,1.24,71.32,157.34
27.48,16.34,1.36,71.53,106.65
28.35,0.0,0.18,70.96,146.3
28.2,0.0,1.95,76.04,229.69
27.75,0.0,1.78,78.5,252.01
27.95,7.05,0.44,74.89,234.16
27.65,7.05,0.19,78.52,188.62
26.84,7.05,1.07,81.37,193.93
27.67,0.0,0.54,80.25,242.13
27.62,0.0,0.9,81.98,241.6
27.56,21.05,0.58,80.45,225.61
26.86,0.0,0.99,79.9,169.81
26.75,0.0,1.04,81.46,176.9
27.19,4.64,1.09,77.18,192.92
27.16,4.64,0.82,77.97,213.78
26.42,0.0,2.34,83.88,198.49
27.17,0.0,0.89,80.0,221.62
27.38,13.91,0.39,80.99,220.75
26.9,13.33,0.47,82.46,192.48
