no2,co,so2,o3,pm10,pm25
1.33,0.0629,0.17,28.87,21.78,14.9
1.23,0.0613,0.21,29.86,26.22,17.5
1.37,0.0601,0.32,29.99,29.18,19.57
1.49,0.0577,0.18,30.24,17.88,12.18
2.0,0.0548,0.19,29.52,23.11,15.94
1.89,0.0569,0.25,29.24,30.06,20.83
1.47,0.0605,0.47,29.99,29.73,20.63
1.13,0.0601,0.26,30.73,23.11,15.99
1.5,0.0601,0.24,30.83,16.71,11.71
1.15,0.0538,0.18,29.97,18.72,12.93
1.63,0.0596,0.2,29.33,14.02,9.8
1.81,0.0612,0.24,28.4,17.38,12.19
1.51,0.0605,0.23,28.16,28.15,19.72
1.27,0.0578,0.19,28.66,21.87,15.15
1.87,0.0611,0.21,29.18,25.01,17.32
1.49,0.0632,0.19,29.31,19.78,13.74
1.66,0.0631,0.18,29.23,21.16,14.81
1.82,0.0612,0.22,28.96,23.63,16.49
1.65,0.0649,0.21,29.06,22.31,15.77
1.57,0.0686,0.24,29.53,22.05,15.47
1.57,0.0648,0.19,29.81,29.46,20.29
1.26,0.065,0.16,30.17,26.65,18.37
1.32,0.0665,0.16,30.22,28.72,20.11
1.52,0.0612,0.17,29.82,30.18,20.75
1.54,0.0571,0.15,30.17,24.71,16.71
1.58,0.0571,0.23,30.68,21.21,14.36
1.78,0.0592,0.25,30.51,11.83,8.26
1.89,0.0617,0.42,30.16,12.82,9.02
1.84,0.0642,0.4,29.14,15.27,10.82
1.74,0.0652,0.28,29.14,18.68,13.29
1.68,0.0613,0.22,30.83,21.86,15.72
1.67,0.061,0.33,32.67,34.38,24.66
1.64,0.0608,0.26,32.69,25.57,18.32
1.56,0.0632,0.34,31.94,23.01,16.47
1.41,0.0648,0.25,30.83,24.81,17.63
1.9,0.0685,0.23,29.27,22.11,15.69
1.55,0.0652,0.2,28.73,21.28,15.02
1.59,0.0616,0.19,28.73,29.29,20.14
1.66,0.0629,0.22,29.97,22.8,15.76
1.81,0.0666,0.37,31.58,28.74,20.39
2.0,0.0673,0.25,31.99,32.32,23.56
2.02,0.0686,0.24,31.54,31.87,23.33
1.87,0.0683,0.17,30.1,30.7,22.28
1.37,0.0677,0.15,28.94,27.97,19.83
1.35,0.0656,0.19,28.64,23.6,16.66
1.59,0.0648,0.27,28.9,33.41,23.29
1.84,0.0742,0.31,28.88,27.95,19.63
1.55,0.0757,0.44,28.7,20.65,14.58
1.28,0.073,0.18,28.23,19.22,13.54
1.68,0.07,0.17,28.78,20.66,14.72
1.82,0.0708,0.18,29.09,39.61,28.49
2.09,0.0722,0.23,29.16,39.15,28.34
2.18,0.073,0.31,29.75,28.72,20.72
1.94,0.0772,0.27,30.01,29.36,21.02
1.89,0.0779,0.23,29.52,19.53,13.92
2.09,0.0796,0.34,29.71,24.38,17.3
2.15,0.0798,0.35,30.15,30.75,21.85
2.5,0.0828,0.37,29.6,40.91,28.98
1.64,0.0754,0.15,29.49,27.47,19.39
1.36,0.0797,0.2,31.02,34.62,25.38
1.38,0.0863,0.16,30.82,44.14,32.96
1.66,0.0909,0.18,29.72,52.59,38.14
2.0,0.0905,0.2,30.16,42.89,30.56
1.79,0.0864,0.23,30.55,38.99,27.58
1.43,0.0773,0.22,30.86,30.64,21.59
1.56,0.0739,0.35,30.58,27.44,19.32
2.19,0.0765,0.28,29.57,40.21,28.44
2.29,0.0834,0.24,29.68,33.9,24.03
2.26,0.085,0.24,29.58,37.12,26.34
2.06,0.0867,0.29,29.63,33.65,23.87
1.76,0.0848,0.3,30.55,34.74,24.65
2.1,0.0799,0.39,29.33,26.35,18.72
1.93,0.09,0.5,28.51,26.58,18.84
1.5,0.0765,0.23,28.42,24.55,17.36
1.6,0.0738,0.24,29.04,23.31,16.51
1.49,0.0727,0.31,31.0,25.64,18.15
1.68,0.0641,0.32,31.56,28.17,19.89
1.84,0.0566,0.3,32.51,26.98,18.94
1.84,0.0578,0.23,30.74,22.86,16.04
1.33,0.056,0.19,30.09,17.24,12.11
1.33,0.0605,0.23,29.62,16.57,11.67
1.11,0.0648,0.26,29.16,13.96,9.85
1.32,0.0645,0.27,28.27,21.58,15.21
1.53,0.067,0.47,27.62,24.1,16.98
1.78,0.0648,0.49,27.39,20.99,14.76
1.47,0.0627,0.25,26.91,24.7,17.39
1.77,0.0676,0.22,27.1,16.49,11.66
2.02,0.0689,0.22,26.86,30.11,21.22
1.68,0.0664,0.3,27.34,24.32,17.15
1.57,0.0658,0.32,27.07,20.82,14.66
1.37,0.0679,0.37,27.09,15.63,11.02
1.42,0.0623,0.27,27.43,17.79,12.56
1.33,0.0662,0.33,30.04,20.81,14.68
1.55,0.0763,0.39,30.87,19.95,14.06
1.62,0.0643,0.18,30.9,18.5,13.05
1.75,0.0597,0.28,28.74,23.84,16.85
1.68,0.0587,0.22,27.23,21.66,15.26
1.4,0.0587,0.24,27.33,17.02,11.97
1.58,0.0584,0.27,27.65,20.08,14.11
1.99,0.0591,0.22,27.27,26.06,18.31
1.72,0.0587,0.22,26.36,20.13,14.18
1.92,0.0589,0.3,26.69,25.87,18.2
1.81,0.064,0.44,28.03,26.17,18.34
1.51,0.065,0.4,29.26,24.61,16.94
1.89,0.0623,0.31,29.15,19.28,13.38
1.47,0.0617,0.31,28.94,20.57,14.42
1.62,0.0617,0.38,28.38,27.6,19.7
1.3,0.0634,0.53,28.56,26.91,18.91
1.69,0.0663,0.48,28.75,25.7,17.9
1.79,0.065,0.24,28.87,22.5,15.79
2.1,0.0641,0.2,28.24,19.06,13.44
2.15,0.0705,0.23,29.07,18.1,12.8
2.02,0.0787,0.27,30.07,21.39,15.11
2.14,0.0789,0.26,30.5,27.58,19.46
2.02,0.0781,0.21,30.28,28.37,20.08
2.17,0.0789,0.2,29.74,22.36,15.84
1.88,0.0854,0.36,30.61,22.2,15.68
2.22,0.0912,0.53,30.08,25.47,18.01
1.98,0.0912,0.33,30.15,22.16,15.66
1.68,0.0973,0.48,31.73,24.01,16.85
2.08,0.0985,0.61,36.12,28.4,19.85
1.94,0.0937,0.51,36.3,23.67,16.57
2.06,0.0856,0.28,36.12,19.2,13.55
2.21,0.0874,0.21,35.24,26.7,18.83
2.15,0.0918,0.26,32.49,34.62,24.48
1.66,0.0901,0.25,30.37,33.45,23.65
1.37,0.0835,0.31,29.3,22.8,16.09
1.49,0.0857,0.51,29.92,22.08,15.55
1.42,0.0801,0.28,30.07,14.95,10.53
1.48,0.0722,0.29,29.17,15.57,11.0
1.86,0.064,0.44,28.43,24.72,17.22
1.68,0.0662,0.43,27.71,18.54,12.68
1.41,0.0689,0.48,30.14,19.49,13.2
2.44,0.0713,0.68,32.96,22.44,15.39
2.16,0.0725,0.44,33.27,20.77,14.2
1.88,0.0729,0.44,33.88,19.16,13.22
1.98,0.0756,0.4,35.85,16.94,11.65
2.1,0.0775,0.41,35.19,28.79,19.16
1.89,0.0812,0.31,38.33,32.47,21.0
2.23,0.0926,0.28,40.31,31.09,20.84
2.1,0.0882,0.46,38.23,30.12,20.58
2.38,0.0765,0.24,41.33,37.39,25.86
2.51,0.0794,0.38,38.53,31.08,21.72
2.13,0.0789,0.47,35.66,26.41,18.47
1.65,0.0722,0.43,33.82,24.23,16.75
2.19,0.0791,0.59,32.48,31.35,21.58
2.11,0.0707,0.5,31.78,27.15,18.68
2.08,0.0721,0.45,32.34,27.87,19.16
1.29,0.0724,0.47,32.15,16.52,11.15
1.91,0.0708,0.43,32.83,23.28,15.85
2.01,0.0712,0.35,36.2,22.88,15.65
1.54,0.068,0.38,34.32,18.02,12.13
1.38,0.0632,0.35,32.55,17.53,11.56
0.94,0.062,0.32,34.98,15.09,9.39
1.05,0.0689,0.39,37.23,16.84,10.43
1.34,0.0653,0.42,37.1,16.92,11.06
1.9,0.0667,0.43,38.04,22.42,14.54
1.92,0.0681,0.32,39.8,19.78,13.03
1.55,0.0678,0.41,41.52,17.06,11.26
1.67,0.0701,0.36,39.74,21.34,13.94
1.53,0.0692,0.36,39.51,18.9,12.52
2.12,0.0668,0.32,38.45,21.03,14.43
2.39,0.0734,0.28,36.13,32.48,22.55
1.97,0.0677,0.24,30.68,20.85,14.52
2.2,0.0635,0.24,29.38,22.46,15.59
2.23,0.0631,0.26,30.28,20.8,14.46
1.63,0.0675,0.34,32.65,18.49,12.63
1.47,0.0714,0.34,37.09,18.96,12.57
1.64,0.0742,0.34,40.3,22.26,14.52
1.42,0.0709,0.3,37.57,19.61,12.55
1.32,0.0785,0.29,40.94,18.9,12.05
1.26,0.0718,0.29,42.2,22.16,13.85
1.43,0.0746,0.33,42.3,28.41,18.29
1.59,0.0742,0.29,40.73,16.31,10.92
1.63,0.0746,0.29,39.43,14.47,9.78
1.55,0.0751,0.31,38.0,14.9,9.97
1.43,0.0712,0.3,38.61,21.05,13.63
1.33,0.0697,0.32,39.27,17.62,11.35
1.32,0.0728,0.32,40.34,18.52,12.07
1.82,0.0754,0.31,41.23,19.4,13.1
2.28,0.0783,0.35,43.15,19.51,13.52
1.65,0.0754,0.31,41.95,24.54,16.74
1.96,0.0814,0.37,40.49,20.08,13.83
2.11,0.0783,0.41,42.48,28.15,19.41
2.08,0.0734,0.52,43.11,18.68,13.05
1.69,0.07,0.34,42.03,20.52,14.18
1.56,0.0703,0.41,39.46,17.48,12.12
1.92,0.0814,0.5,41.21,21.62,15.22
2.4,0.078,0.34,42.19,21.79,15.18
1.89,0.0751,0.3,40.48,23.49,16.22
1.42,0.0816,0.29,44.55,21.82,14.54
1.97,0.0902,0.28,47.11,23.3,15.64
1.06,0.0805,0.3,46.11,20.27,13.03
1.44,0.0718,0.26,43.19,15.12,10.0
1.75,0.0648,0.21,36.26,15.22,10.32
1.85,0.0633,0.21,36.87,16.47,11.15
1.86,0.0666,0.23,37.09,15.9,11.09
1.89,0.0683,0.45,36.16,21.41,14.83
1.78,0.0696,0.37,35.57,19.09,13.19
1.8,0.0706,0.35,35.34,22.44,15.55
2.17,0.0743,0.35,36.15,23.78,16.61
1.56,0.1116,0.28,41.5,30.13,20.26
0.81,0.1128,0.26,46.35,22.95,14.44
1.03,0.0962,0.29,46.06,21.58,13.91
1.58,0.0889,0.34,44.77,24.44,16.44
1.92,0.0836,0.35,42.2,23.68,16.37
1.36,0.0776,0.37,41.31,14.97,10.08
1.24,0.0662,0.34,35.47,16.74,10.89
1.14,0.0651,0.34,33.47,17.12,11.1
1.64,0.0665,0.37,35.67,18.5,12.31
1.37,0.0752,0.28,37.27,20.98,13.34
0.77,0.0918,0.27,44.37,21.87,13.8
0.9,0.0887,0.31,43.73,18.14,11.65
1.02,0.0868,0.33,41.0,21.99,13.55
0.94,0.0805,0.31,40.45,19.88,12.21
1.14,0.0823,0.33,40.93,18.01,11.53
1.79,0.0876,0.32,41.66,15.08,10.19
1.32,0.0829,0.28,40.84,15.82,10.36
0.81,0.0793,0.27,40.87,18.34,11.84
1.01,0.0802,0.27,40.32,13.58,8.86
1.09,0.0772,0.28,40.16,15.27,9.79
1.03,0.0767,0.3,41.68,15.18,9.64
1.07,0.0767,0.29,43.45,16.96,10.79
0.95,0.0729,0.3,40.45,9.91,6.6
0.89,0.0664,0.28,37.1,15.79,9.69
0.78,0.0686,0.28,37.54,17.17,10.29
0.81,0.0683,0.33,38.78,13.7,8.53
1.23,0.0704,0.25,38.79,17.24,11.01
1.01,0.07,0.34,38.12,14.71,9.25
1.02,0.071,0.28,40.46,21.56,13.53
1.17,0.0709,0.29,43.37,14.91,9.87
0.89,0.0672,0.3,37.79,16.21,10.3
0.98,0.0674,0.33,37.57,10.77,7.07
1.16,0.0756,0.3,40.12,18.09,11.77
1.49,0.0747,0.34,39.25,24.92,16.29
1.17,0.0656,0.2,35.75,13.96,9.1
1.1,0.0632,0.19,32.94,24.61,16.31
1.32,0.0631,0.22,31.35,20.76,14.04
2.11,0.0672,0.37,32.46,22.25,15.72
2.85,0.0682,0.44,34.16,30.64,21.9
2.43,0.0699,0.41,35.56,24.52,17.39
1.48,0.0677,0.29,35.4,13.85,9.55
1.69,0.0702,0.35,35.43,13.83,9.52
1.82,0.071,0.32,34.04,18.57,12.73
1.74,0.0714,0.38,32.04,19.81,13.74
1.49,0.0692,0.29,30.7,17.39,11.9
1.23,0.0666,0.28,30.95,15.36,10.54
0.83,0.0658,0.29,31.28,11.46,7.54
0.96,0.0665,0.36,31.23,6.51,4.53
1.15,0.0691,0.38,32.75,12.33,8.46
1.18,0.0712,0.3,31.87,18.4,12.15
0.95,0.0702,0.3,31.97,13.44,8.56
0.87,0.0739,0.39,32.02,15.1,9.92
1.0,0.0739,0.29,35.25,12.58,8.47
0.92,0.0727,0.32,36.82,11.75,7.92
0.84,0.0737,0.31,36.88,14.86,9.67
0.91,0.082,0.32,37.07,17.33,11.11
0.79,0.0799,0.32,37.06,13.97,8.91
1.41,0.0795,0.34,37.39,21.92,15.23
1.82,0.0701,0.3,36.03,28.99,20.31
0.97,0.0686,0.32,36.62,10.92,7.37
1.37,0.0734,0.33,36.54,17.61,12.29
1.94,0.077,0.31,34.42,32.61,22.41
1.33,0.0762,0.29,35.01,15.64,10.55
0.88,0.0762,0.34,34.07,11.63,7.73
0.91,0.079,0.3,36.31,12.32,8.24
0.78,0.0789,0.34,35.17,9.95,6.74
0.76,0.0816,0.3,34.23,13.64,9.4
1.18,0.0881,0.39,36.62,20.97,14.81
1.34,0.0817,0.26,35.95,22.35,15.96
0.95,0.0777,0.34,32.53,13.18,9.11
1.29,0.0765,0.3,37.16,14.78,10.42
1.61,0.076,0.33,37.64,26.71,18.89
1.21,0.0787,0.51,35.69,17.56,12.35
0.95,0.0779,0.38,33.92,16.87,11.9
0.91,0.0775,0.35,33.33,21.41,14.86
0.76,0.0753,0.47,33.37,11.79,8.11
0.87,0.0732,0.39,32.37,11.09,7.42
0.98,0.0752,0.34,34.2,14.77,9.76
0.75,0.082,0.37,37.71,15.14,9.8
1.06,0.0728,0.36,36.86,18.11,12.02
1.22,0.076,0.33,34.1,15.07,10.19
1.36,0.0798,0.38,35.41,13.12,9.06
1.18,0.0804,0.37,34.92,20.32,13.83
0.83,0.0771,0.34,33.69,17.6,11.6
0.88,0.0725,0.31,31.82,17.38,11.41
0.92,0.0743,0.28,33.92,13.83,9.24
0.85,0.0713,0.32,34.0,17.68,11.44
1.07,0.0703,0.38,35.74,22.66,14.98
1.11,0.0718,0.32,33.29,17.9,11.94
0.93,0.0705,0.3,34.19,17.82,11.71
1.52,0.0706,0.36,36.54,20.13,13.63
1.49,0.0759,0.33,38.01,24.58,17.07
1.17,0.0756,0.29,37.8,24.58,17.12
1.13,0.0723,0.21,39.58,9.93,6.99
1.6,0.067,0.21,38.2,15.56,10.93
1.23,0.065,0.28,35.75,21.84,15.28
1.16,0.0704,0.52,34.74,18.96,13.24
1.63,0.0713,0.39,33.35,21.99,15.34
1.41,0.0666,0.33,34.35,21.82,14.91
1.05,0.0659,0.4,32.17,17.86,12.03
0.96,0.0703,0.41,30.63,12.65,8.68
1.16,0.0698,0.23,30.14,11.56,8.11
1.52,0.0717,0.24,28.89,14.0,9.87
1.59,0.0602,0.26,27.48,31.26,21.93
1.3,0.0576,0.26,27.1,25.43,17.7
0.96,0.0608,0.24,27.74,18.52,12.53
1.19,0.0644,0.29,31.16,17.12,11.66
1.18,0.0634,0.3,35.79,17.18,11.71
1.17,0.0582,0.26,34.69,17.83,12.29
1.46,0.0581,0.25,34.67,21.93,15.16
1.35,0.0602,0.31,34.46,13.11,8.99
1.17,0.0591,0.24,33.58,19.89,13.24
1.4,0.058,0.27,33.65,22.57,15.13
1.37,0.0603,0.45,33.12,16.42,11.27
1.64,0.0652,0.5,33.01,20.07,13.83
1.83,0.0677,0.52,31.8,22.63,15.56
1.52,0.0636,0.36,30.16,19.23,13.25
1.37,0.0598,0.3,29.17,20.12,13.55
1.32,0.0595,0.28,29.2,15.11,10.3
1.25,0.0583,0.3,30.01,12.73,8.79
1.62,0.0588,0.33,29.35,21.28,14.64
1.25,0.0605,0.34,28.35,15.33,10.51
1.22,0.0607,0.24,28.06,16.38,11.17
1.43,0.0636,0.36,29.43,12.05,8.43
0.99,0.0603,0.26,30.52,25.6,17.82
1.32,0.0598,0.28,30.83,21.09,14.64
1.51,0.0605,0.26,30.42,21.57,14.79
1.14,0.0601,0.31,29.8,21.36,14.68
1.16,0.0601,0.39,28.92,16.73,11.51
1.47,0.0607,0.18,28.66,27.39,19.02
1.35,0.0611,0.16,27.92,27.41,19.14
1.49,0.0605,0.19,27.97,15.92,11.19
1.37,0.065,0.28,28.12,27.26,19.02
1.35,0.063,0.32,28.83,16.45,11.48
1.27,0.0559,0.26,30.41,15.67,10.71
1.26,0.0571,0.44,30.71,16.87,11.42
1.4,0.0592,0.4,30.3,14.9,10.16
1.23,0.0582,0.33,30.06,14.71,10.09
1.4,0.053,0.17,28.69,19.03,13.2
1.62,0.0523,0.28,27.39,18.38,12.7
1.54,0.0583,0.47,28.19,18.56,12.75
1.54,0.0574,0.34,29.28,17.92,12.28
1.41,0.0533,0.26,29.82,20.5,14.11
1.31,0.056,0.33,29.33,21.79,14.96
1.16,0.0592,0.43,29.47,20.13,13.42
0.98,0.0601,0.54,28.65,13.49,8.98
1.29,0.0535,0.21,28.52,27.02,18.33
1.54,0.053,0.25,28.36,25.72,17.74
1.27,0.0501,0.22,27.88,24.58,16.9
1.33,0.0511,0.37,27.47,18.66,12.85
1.51,0.0512,0.26,27.9,11.2,7.88
1.34,0.0533,0.33,27.86,15.28,10.64
1.38,0.0532,0.24,27.7,25.45,17.64
1.61,0.0495,0.19,27.63,19.47,13.48
1.3,0.0507,0.2,28.15,23.28,15.91
1.55,0.0524,0.28,28.16,31.65,21.82
1.65,0.0566,0.33,27.9,24.2,16.66
1.62,0.058,0.5,27.99,14.38,9.88
1.76,0.0514,0.18,27.93,19.89,13.58
1.63,0.0517,0.17,26.96,23.2,15.88
1.61,0.0528,0.19,26.4,18.44,12.68
1.39,0.0543,0.24,26.05,14.53,10.01
1.51,0.0535,0.23,26.31,18.14,12.48
1.56,0.052,0.22,26.54,21.87,14.98
1.69,0.0505,0.23,26.15,19.79,13.78
1.58,0.0529,0.25,25.74,22.76,15.68
1.42,0.0532,0.24,26.35,12.99,9.02
1.88,0.0556,0.4,26.53,22.25,15.42
1.58,0.0575,0.41,26.89,15.74,10.82
1.28,0.0561,0.29,27.2,19.61,13.27
1.73,0.053,0.26,26.92,31.73,22.12
1.62,0.0523,0.24,26.86,23.19,16.31
1.63,0.0503,0.21,27.13,25.06,17.48
1.58,0.0516,0.23,26.58,19.45,13.5
1.65,0.0524,0.26,26.43,22.14,15.38
1.79,0.0525,0.23,26.27,26.44,18.43
1.72,0.055,0.23,27.14,32.26,22.54
1.27,0.0568,0.2,27.66,21.12,14.62
1.29,0.0552,0.27,27.99,21.95,15.14
1.44,0.056,0.27,27.25,14.88,10.28
1.37,0.0565,0.2,27.73,17.12,11.81
1.25,0.0547,0.2,27.85,14.56,10.1
1.53,0.0559,0.32,27.36,23.44,16.29
1.38,0.0587,0.36,27.38,20.83,14.53
1.53,0.058,0.36,27.37,27.56,18.96
1.24,0.0592,0.34,27.46,17.08,11.57
1.1,0.0605,0.16,27.07,15.31,10.47
1.53,0.0633,0.21,26.83,26.33,18.23
1.66,0.0632,0.21,26.73,23.16,16.29
1.49,0.0606,0.21,27.25,21.13,14.66
1.42,0.0579,0.28,28.17,19.24,13.32
1.46,0.0599,0.28,28.91,15.79,11.01
1.57,0.0608,0.4,29.41,15.04,10.51
1.5,0.0558,0.28,28.57,22.07,15.3
1.49,0.0577,0.23,27.95,22.55,15.73
1.83,0.064,0.37,27.81,12.2,8.6
2.02,0.0632,0.26,27.74,21.51,15.17
2.05,0.0635,0.25,28.59,17.79,12.53
1.94,0.0635,0.22,28.85,24.46,17.2
1.69,0.0635,0.17,28.37,20.56,14.49
1.68,0.0599,0.19,27.52,25.58,17.95
1.8,0.0627,0.22,27.27,23.46,16.48
1.68,0.0658,0.21,27.69,17.68,12.47
1.82,0.0574,0.31,28.44,27.45,19.29
1.59,0.0557,0.26,28.22,18.52,13.05
1.99,0.0548,0.23,28.18,16.19,11.45
2.1,0.0566,0.25,27.97,24.6,17.34
2.06,0.0614,0.24,27.54,26.19,18.42
1.8,0.0578,0.31,27.83,34.66,24.28
1.67,0.0588,0.25,27.65,29.59,20.73
1.67,0.0586,0.26,27.38,27.25,19.09
2.06,0.0594,0.22,26.96,24.13,16.99
1.81,0.0578,0.28,27.23,22.75,15.96
1.75,0.0527,0.2,27.82,17.33,12.0
2.01,0.0539,0.3,27.29,22.32,15.6
1.62,0.0543,0.25,26.59,16.26,11.4
1.68,0.054,0.22,26.23,19.23,13.43
2.25,0.0553,0.18,25.95,16.51,11.63
1.86,0.0554,0.22,25.69,25.27,17.73
1.56,0.0554,0.28,25.61,20.54,14.37
1.45,0.0558,0.36,25.22,17.2,11.94
1.66,0.0546,0.21,25.31,23.72,16.48
1.71,0.0557,0.22,25.66,26.46,18.51
1.74,0.0537,0.2,25.98,19.66,13.8
1.37,0.054,0.21,26.01,14.67,10.27
1.42,0.0572,0.41,25.79,19.3,13.49
1.43,0.0583,0.32,25.23,19.69,13.73
1.2,0.0556,0.14,26.11,15.47,10.61
1.48,0.0607,0.16,26.33,15.8,10.82
1.86,0.0638,0.2,28.21,23.26,16.15
2.08,0.0617,0.33,28.42,23.18,16.09
1.87,0.0607,0.4,27.83,16.58,11.59
2.05,0.0594,0.32,27.89,17.08,12.0
2.06,0.0575,0.19,27.16,28.19,19.8
2.06,0.0645,0.27,26.94,27.43,19.26
2.06,0.0623,0.39,26.69,22.7,15.93
1.75,0.058,0.22,26.6,20.19,14.16
1.92,0.0591,0.23,26.51,16.91,11.93
1.72,0.0564,0.21,26.17,24.45,17.13
1.67,0.0558,0.33,26.02,22.1,15.38
1.36,0.0608,0.45,25.91,20.38,14.16
1.66,0.059,0.32,25.56,31.99,22.3
1.6,0.0642,0.24,25.26,15.33,10.81
1.49,0.0584,0.19,25.61,15.86,11.17
1.69,0.0589,0.22,25.91,21.1,14.87
1.95,0.0667,0.41,25.93,19.26,13.6
1.8,0.0646,0.17,26.14,18.48,13.03
1.66,0.0658,0.18,25.92,17.14,12.09
1.33,0.0663,0.18,26.23,16.04,11.27
1.7,0.0657,0.21,26.38,19.89,13.99
1.83,0.0626,0.19,26.51,19.66,13.84
1.6,0.0609,0.24,26.86,26.88,18.89
1.62,0.0566,0.21,27.07,22.0,15.45
1.54,0.0587,0.27,27.23,18.85,13.25
1.52,0.0602,0.52,26.83,15.82,11.14
1.23,0.0602,0.21,26.7,12.15,8.55
1.78,0.0617,0.18,27.1,19.23,13.53
1.62,0.0611,0.31,28.22,20.94,14.62
1.45,0.0595,0.46,29.13,21.52,14.98
1.44,0.0621,0.44,28.92,22.67,15.67
1.71,0.0607,0.4,28.75,22.96,15.91
1.62,0.064,0.27,28.34,17.44,12.1
1.63,0.0623,0.16,27.94,22.36,15.58
1.88,0.0646,0.21,28.44,26.1,18.34
2.24,0.0694,0.29,28.46,43.89,31.15
1.85,0.0715,0.32,27.98,24.7,17.58
1.52,0.0733,0.21,28.85,21.47,15.15
1.61,0.0715,0.16,29.0,19.5,13.74
1.64,0.0702,0.18,29.53,23.51,16.52
1.88,0.0705,0.26,29.22,30.76,21.76
1.83,0.0721,0.31,29.61,16.24,11.51
1.83,0.0773,0.64,29.3,23.34,16.46
1.54,0.0744,0.41,28.68,17.59,12.28
1.32,0.073,0.25,29.33,9.24,6.45
1.54,0.067,0.17,28.52,15.9,11.09
1.66,0.0707,0.21,28.9,20.89,14.6
2.17,0.0761,0.27,28.52,28.62,20.27
2.03,0.0843,0.44,27.89,21.48,15.24
1.72,0.0769,0.52,27.91,27.39,19.36
1.6,0.0755,0.5,27.37,19.8,13.92
1.53,0.0726,0.33,28.89,21.25,14.77
1.63,0.0691,0.23,26.85,19.59,13.67
1.93,0.0769,0.22,26.82,24.09,16.88
1.75,0.0789,0.18,27.62,20.16,14.2
1.72,0.0747,0.2,26.96,14.53,10.27
1.9,0.0712,0.23,26.49,22.84,16.13
1.83,0.0653,0.48,26.9,17.17,12.14
1.77,0.0692,0.39,28.5,22.19,15.38
1.59,0.0728,0.4,30.24,20.61,13.82
1.52,0.068,0.33,30.23,18.53,12.38
1.56,0.0615,0.23,29.7,14.95,10.2
1.7,0.0649,0.39,29.15,18.14,12.42
1.86,0.0652,0.4,27.98,18.33,12.72
2.43,0.0718,0.44,29.05,22.94,16.01
1.9,0.0727,0.49,30.64,25.19,17.55
1.71,0.0643,0.4,30.23,18.05,12.48
1.51,0.0691,0.38,29.06,24.29,16.26
1.83,0.0699,0.46,31.46,20.98,14.03
2.14,0.0664,0.38,36.78,25.57,17.16
1.9,0.0652,0.37,37.05,19.31,13.09
1.82,0.0606,0.39,33.55,19.5,13.39
1.88,0.0638,0.41,29.98,18.71,12.79
2.32,0.0676,0.41,27.93,25.22,16.98
1.94,0.0666,0.35,29.18,30.04,20.34
1.61,0.0743,0.3,29.91,18.74,12.9
2.53,0.0806,0.22,29.01,17.48,12.29
2.23,0.0763,0.28,31.97,19.73,13.89
1.66,0.076,0.38,31.9,20.19,14.14
1.79,0.0762,0.42,30.83,13.24,9.3
1.82,0.0661,0.38,29.4,24.72,17.25
1.83,0.0722,0.22,28.81,19.92,13.97
2.12,0.0633,0.32,29.25,23.17,16.21
1.92,0.0629,0.3,29.21,16.9,11.81
2.05,0.0619,0.34,30.34,13.8,9.74
1.97,0.0662,0.46,29.46,24.79,17.39
1.77,0.0664,0.58,29.07,25.36,17.73
1.56,0.0641,0.4,29.25,18.59,12.86
1.96,0.0655,0.5,30.31,21.43,14.71
2.25,0.0651,0.46,30.75,23.25,15.67
2.22,0.0647,0.45,31.09,21.0,14.01
1.85,0.0631,0.28,33.55,23.43,15.42
1.89,0.0643,0.22,33.8,19.33,12.99
1.8,0.0597,0.23,29.52,16.98,11.67
1.91,0.0592,0.31,27.4,23.74,16.2
1.83,0.0622,0.35,29.23,22.86,15.05
2.03,0.0649,0.42,31.36,17.35,11.81
2.17,0.07,0.51,30.63,21.21,14.23
2.06,0.0681,0.39,31.82,26.25,17.45
2.49,0.0696,0.47,32.2,28.79,19.69
2.11,0.0694,0.27,35.01,23.66,16.08
1.83,0.0627,0.21,34.34,25.69,17.63
1.52,0.0641,0.43,32.39,20.16,13.9
1.59,0.0673,0.59,30.93,18.54,12.82
1.9,0.0618,0.4,30.08,24.76,16.91
1.91,0.0614,0.45,30.75,21.52,14.53
1.8,0.0668,0.42,30.76,23.87,16.02
1.62,0.0624,0.34,34.26,22.52,15.1
1.52,0.0601,0.39,32.51,16.6,11.12
1.59,0.0666,0.45,32.54,20.31,13.35
1.5,0.0688,0.34,34.78,25.64,16.22
1.83,0.0656,0.34,35.34,18.44,12.26
2.27,0.0653,0.46,33.5,28.15,19.24
1.9,0.0667,0.44,31.89,12.32,8.64
2.02,0.0593,0.35,29.32,21.41,14.98
1.84,0.0639,0.45,28.85,23.56,16.12
1.78,0.0674,0.31,29.47,22.25,15.14
1.65,0.0619,0.24,31.36,20.63,14.12
1.5,0.0639,0.39,31.52,15.09,10.4
1.69,0.0618,0.38,28.43,16.82,11.7
1.37,0.0593,0.42,28.79,21.54,14.74
1.49,0.0628,0.62,31.79,18.6,12.67
1.85,0.064,0.4,32.19,21.57,14.36
2.01,0.0686,0.29,35.2,20.93,14.34
1.67,0.0672,0.19,34.61,18.37,12.85
1.48,0.0713,0.19,35.11,13.1,9.14
1.73,0.0644,0.22,31.63,24.23,16.7
1.67,0.0623,0.47,30.97,18.61,12.82
1.95,0.068,0.63,31.54,22.32,15.21
1.94,0.0679,0.52,32.26,18.76,12.66
1.99,0.0707,0.33,36.65,21.61,14.36
