tave,pr,wind_speed,rh,solar_rad
27.08,4.94,1.14,83.78,214.73
27.22,0.0,1.67,82.44,186.43
27.03,0.0,2.63,81.87,178.99
26.36,6.69,1.12,87.49,125.72
27.21,0.0,0.83,82.12,191.62
27.17,20.07,0.87,82.88,215.6
26.77,0.0,0.7,83.91,156.31
25.97,0.0,1.61,88.36,115.56
27.24,0.0,0.44,82.32,212.87
26.82,0.0,0.66,86.11,184.11
26.6,25.23,0.57,84.4,154.13
26.14,25.23,0.39,86.81,76.89
26.91,0.0,0.87,80.38,96.38
27.3,21.01,0.32,79.09,248.53
27.01,21.01,0.87,83.64,233.92
26.51,10.5,0.62,84.8,205.0
26.19,0.0,0.89,83.5,95.76
27.2,0.0,0.35,76.35,138.29
27.68,0.0,1.69,76.61,252.94
27.22,0.0,2.22,79.47,242.11
27.26,0.0,1.46,80.32,198.95
27.36,35.5,1.13,79.53,176.89
26.86,14.86,1.7,80.02,123.03
26.94,0.0,3.42,81.52,218.65
26.92,0.0,3.49,83.01,208.23
27.38,0.0,2.65,82.19,247.12
26.76,4.95,1.37,82.72,206.89
26.07,8.68,1.56,85.8,139.6
26.78,0.0,2.02,83.86,231.34
26.65,0.0,2.62,84.19,240.47
26.21,0.0,1.53,85.16,185.1
26.39,0.0,1.28,84.77,212.17
26.54,6.0,1.47,82.53,235.05
26.64,6.0,1.22,82.53,241.2
26.44,11.99,1.17,83.09,224.47
26.32,0.0,0.7,82.94,195.48
26.21,6.0,1.68,84.23,185.94
26.14,8.78,2.42,85.68,189.78
26.35,4.39,1.48,82.37,212.06
25.82,17.56,0.36,86.51,142.85
26.23,8.78,0.38,80.41,119.29
26.24,4.39,0.58,79.63,133.45
26.49,17.56,1.12,82.04,202.86
26.93,14.03,0.95,78.63,183.73
26.93,21.04,0.3,80.36,131.25
26.58,17.53,0.59,78.55,195.15
27.28,10.52,0.96,76.0,219.65
26.86,10.52,1.61,82.3,161.18
27.06,0.0,1.93,81.9,190.52
27.43,0.0,2.15,78.97,207.62
27.21,0.0,3.03,81.06,228.31
26.62,0.0,3.52,84.42,241.99
26.6,4.73,2.43,83.47,243.39
26.51,0.0,1.52,84.54,239.83
27.0,0.0,2.08,84.21,228.07
26.79,12.7,1.72,84.22,207.63
27.02,0.0,1.27,83.33,225.94
27.47,0.0,1.57,80.3,229.55
26.81,24.83,1.91,83.15,237.98
26.56,12.42,1.7,84.48,236.0
25.99,0.0,1.85,86.18,216.63
26.06,0.0,1.43,85.34,227.43
26.28,0.0,0.82,82.15,198.98
26.77,0.0,1.53,81.13,250.07
26.49,7.22,0.36,83.28,203.63
26.29,0.0,0.85,86.05,212.98
26.3,28.88,0.9,85.52,216.16
25.92,28.88,1.09,85.45,175.68
26.36,36.3,1.04,83.38,128.3
26.09,0.0,1.95,83.66,208.48
26.19,0.0,1.93,85.29,228.07
26.61,0.0,1.55,82.07,214.2
26.8,0.0,1.13,80.64,256.44
26.7,12.1,1.47,84.0,254.71
27.02,0.0,1.7,84.2,257.67
27.14,0.0,2.51,84.09,256.63
27.46,0.0,0.81,79.15,277.81
27.81,0.0,1.13,73.58,276.88
27.76,0.0,1.39,76.85,232.6
27.75,4.37,0.83,78.55,237.55
27.43,4.37,0.08,79.97,182.98
26.6,13.1,0.57,83.39,172.7
26.83,13.1,0.34,83.31,194.0
27.02,0.0,0.82,81.42,241.12
27.44,6.97,0.8,77.86,173.13
27.06,13.93,1.41,78.62,142.88
27.72,0.0,0.52,75.59,170.44
27.53,10.45,1.78,79.31,246.93
27.08,10.45,2.45,83.1,209.8
27.57,6.0,1.53,78.33,189.63
27.83,6.0,1.63,74.48,254.83
28.12,6.86,1.2,73.84,279.15
27.66,6.0,0.58,77.88,226.73
27.72,3.43,1.42,79.87,253.27
27.56,8.48,1.93,80.66,245.95
27.15,8.48,1.54,83.13,174.74
26.7,0.0,1.91,87.03,227.6
27.15,8.48,1.66,84.69,246.71
26.77,12.72,0.3,84.44,186.24
26.7,29.9,0.24,83.93,196.58
26.78,0.0,1.23,81.41,156.35
26.72,0.0,0.59,79.99,151.34
27.17,7.48,0.85,77.27,194.17
27.29,7.48,3.65,77.97,260.58
27.4,0.0,3.58,78.17,218.61
27.67,0.0,2.28,78.63,253.2
27.69,11.24,2.26,78.65,227.03
27.55,0.0,2.26,83.18,253.2
27.25,0.0,2.61,86.76,263.34
26.68,4.69,2.41,87.69,228.62
26.62,0.0,1.63,84.3,241.49
26.57,9.37,0.42,83.67,233.0
26.4,9.37,0.44,80.2,170.81
26.81,0.0,0.93,77.98,264.47
26.89,0.0,0.4,81.11,248.84
27.02,7.41,0.65,80.93,239.1
26.91,22.23,0.76,81.74,208.93
26.64,22.23,0.32,84.97,219.78
26.84,22.23,0.74,82.83,191.02
26.69,7.49,0.27,85.32,195.52
26.99,3.74,0.5,81.91,195.24
27.05,7.49,0.41,80.34,199.38
27.38,0.0,0.5,79.82,258.98
27.06,0.0,0.51,82.96,248.87
26.93,19.97,0.54,82.46,233.01
27.03,0.0,0.21,79.83,229.96
26.92,0.0,0.61,82.85,168.53
27.04,3.99,0.52,82.29,195.89
27.65,7.99,0.51,79.82,233.34
27.8,5.33,0.5,80.76,213.54
27.08,26.65,0.87,83.48,164.15
26.58,15.99,0.81,85.17,89.18
26.59,5.33,1.49,83.97,209.65
27.13,5.33,1.16,80.53,231.67
26.52,21.32,0.19,83.61,152.85
26.42,16.94,0.72,83.41,201.23
26.83,0.0,0.61,83.34,237.39
26.93,16.94,0.28,82.86,240.71
27.2,5.65,0.21,80.21,189.31
26.67,5.65,0.2,83.42,204.45
26.65,0.0,0.17,83.45,198.7
26.24,24.78,0.83,84.95,198.05
26.56,24.78,0.16,83.67,189.13
26.79,12.39,0.34,83.14,209.21
26.88,0.0,0.14,80.49,235.25
27.38,0.0,0.43,78.21,247.07
26.85,7.67,1.25,80.68,235.49
26.14,7.67,2.11,84.24,89.07
27.02,0.0,0.48,82.69,160.88
26.97,3.84,0.12,83.95,212.14
26.45,4.81,2.37,83.15,183.67
25.52,38.45,3.03,84.78,101.72
25.98,28.84,3.01,82.23,68.62
26.83,9.61,0.59,80.8,189.92
27.13,0.0,0.59,80.82,174.6
27.64,0.0,1.34,75.77,221.03
27.38,4.42,1.16,74.41,195.47
27.59,4.42,0.82,73.02,191.78
28.04,0.0,0.51,72.68,218.2
27.99,0.0,0.64,74.21,258.75
27.81,0.0,0.16,76.69,231.96
27.09,0.0,0.19,80.72,164.28
27.4,0.0,0.41,73.18,229.38
27.72,0.0,0.75,71.37,227.11
27.02,5.54,0.96,77.04,217.42
27.06,0.0,3.76,74.54,247.42
26.9,0.0,1.96,79.88,213.53
26.85,0.0,2.52,78.98,214.73
26.44,8.46,2.56,81.61,191.4
26.11,0.0,2.11,82.43,193.11
26.56,0.0,1.48,82.15,185.01
26.76,2.56,1.03,81.69,178.79
26.39,7.67,2.25,83.05,149.7
26.62,0.0,1.63,81.71,191.86
26.29,2.56,1.42,83.09,177.59
25.49,21.33,1.84,86.05,146.2
26.19,0.0,2.05,82.8,157.67
26.13,0.0,1.75,84.07,123.06
26.37,0.0,1.46,83.0,142.4
26.94,0.0,1.18,81.43,213.5
27.17,0.0,2.07,81.32,224.55
26.58,10.06,1.92,82.33,188.78
26.53,0.0,2.16,79.49,195.09
26.67,2.52,3.58,78.0,211.15
25.48,5.03,3.96,84.29,52.18
26.12,7.36,3.34,83.11,152.2
26.35,2.45,2.75,82.48,155.9
26.33,9.81,3.06,83.15,136.95
26.42,2.45,1.54,83.28,190.38
26.6,0.0,0.65,83.23,173.54
26.58,0.0,1.33,84.82,177.21
26.52,0.0,1.56,86.11,184.25
26.4,22.0,1.26,86.47,192.22
26.4,0.0,1.24,85.55,188.47
26.78,0.0,0.97,84.2,208.27
26.76,0.0,0.95,83.34,210.3
26.61,11.58,1.54,82.2,177.9
26.68,5.79,3.11,80.91,200.03
26.33,17.37,4.56,80.26,193.03
26.29,11.58,4.15,80.56,186.49
26.85,0.0,3.22,76.55,212.16
27.05,0.0,1.93,77.79,187.54
26.79,0.0,1.14,79.8,188.29
26.13,19.77,2.38,81.01,145.89
26.55,0.0,1.9,80.31,193.32
26.24,0.0,1.81,80.26,177.96
26.44,0.0,1.15,79.44,165.45
26.27,14.9,2.09,83.88,194.4
25.52,4.97,0.36,86.48,106.08
25.78,0.0,0.49,85.12,163.97
26.91,14.9,2.43,75.12,228.32
26.52,2.94,3.36,79.09,147.51
25.32,7.71,2.93,85.86,46.04
25.77,2.57,2.14,84.13,128.79
26.25,5.14,1.21,81.48,195.16
25.81,2.57,2.23,86.53,215.39
25.64,24.89,1.23,88.62,151.41
25.73,0.0,0.57,87.15,165.23
26.57,0.0,2.13,76.5,255.29
26.33,0.0,2.92,75.84,207.05
26.36,8.3,2.58,77.28,234.44
26.62,0.0,3.04,74.66,255.55
26.95,0.0,2.41,70.62,256.68
26.39,0.0,2.96,76.75,221.89
26.36,0.0,2.41,78.95,150.58
27.14,0.0,2.35,75.06,257.13
26.65,0.0,2.37,78.44,215.21
27.23,0.0,3.47,72.34,261.79
27.19,0.0,2.35,77.79,234.33
26.43,0.0,2.68,77.65,169.56
26.64,0.0,2.9,73.26,239.14
27.08,0.0,1.85,73.25,235.99
27.43,0.0,1.48,71.84,250.16
27.44,0.0,1.97,72.02,249.78
27.33,0.0,1.69,76.87,224.0
26.21,11.65,1.77,84.53,127.78
26.41,23.29,3.08,81.66,124.96
25.65,17.1,4.72,81.38,73.19
25.19,0.0,3.83,85.5,84.9
25.76,14.25,2.06,83.48,145.04
25.88,8.55,1.28,84.7,131.42
25.79,0.0,0.94,84.57,169.49
26.0,16.88,0.76,83.59,195.88
26.1,0.0,0.94,84.86,208.72
25.79,8.44,1.33,86.21,200.24
25.43,8.44,0.93,87.97,141.26
25.85,0.0,0.42,84.1,180.5
26.18,0.0,0.54,83.2,231.98
26.48,0.0,1.28,80.8,238.21
26.2,10.09,1.9,77.46,157.72
25.55,20.17,1.04,85.84,110.22
25.86,5.04,0.89,83.99,159.44
25.6,12.98,1.62,85.47,167.66
26.02,3.24,0.42,84.15,203.81
26.16,0.0,0.61,82.41,201.26
26.51,0.0,0.52,81.8,246.27
26.82,0.0,1.11,79.27,247.29
25.92,13.02,1.29,85.31,185.01
26.59,0.0,1.12,82.81,198.36
26.64,4.34,0.57,83.44,256.96
26.68,0.0,2.36,79.27,239.02
25.73,18.22,2.52,84.35,185.24
25.38,6.07,3.2,84.8,140.29
26.03,0.0,2.43,82.46,224.07
26.49,0.0,2.77,78.74,247.51
26.95,0.0,0.51,76.06,278.44
26.96,0.0,0.98,77.14,232.38
27.11,0.0,1.27,79.42,228.47
26.67,0.0,1.65,80.29,179.54
26.68,0.0,1.8,80.91,179.67
26.96,0.0,1.01,79.97,237.93
27.12,0.0,0.78,79.94,226.1
26.32,9.61,0.93,82.24,185.01
26.59,0.0,1.43,81.08,228.18
26.59,28.84,1.59,80.03,201.03
26.49,0.0,1.44,80.15,201.15
26.84,0.0,1.93,77.46,240.05
27.04,0.0,1.12,74.56,272.69
27.28,0.0,0.88,76.88,291.0
27.29,15.88,0.79,77.17,241.69
27.31,0.0,1.51,75.19,242.52
25.68,25.99,0.8,84.07,74.91
26.44,25.99,0.48,81.29,202.74
25.5,43.31,0.34,84.31,113.04
25.82,0.0,0.55,82.26,166.59
26.64,0.0,0.68,78.91,237.07
27.03,0.0,0.92,76.66,246.56
26.9,8.13,1.32,77.16,258.3
26.58,0.0,1.37,77.07,218.49
26.05,16.26,1.36,82.07,129.71
26.68,0.0,0.74,82.01,228.97
27.26,0.0,0.57,79.31,262.92
27.04,0.0,1.8,77.1,236.89
27.48,0.0,0.94,76.72,279.26
27.32,0.0,0.87,79.61,244.15
27.52,0.0,0.9,75.91,272.41
27.56,0.0,1.1,75.89,271.07
27.88,0.0,1.22,75.48,281.97
28.07,0.0,1.94,73.69,271.38
26.58,48.0,0.37,82.38,121.84
26.14,12.0,1.8,87.22,172.81
26.84,0.0,0.79,82.58,234.2
27.36,0.0,0.97,76.81,244.19
27.42,19.16,1.49,77.4,262.19
26.86,0.0,1.36,79.43,213.39
27.01,0.0,0.79,80.82,193.15
27.21,0.0,0.61,79.93,262.34
27.24,0.0,0.66,78.46,258.76
27.66,0.0,0.59,78.14,268.14
27.55,23.64,1.66,78.16,241.1
26.6,11.82,1.03,80.79,150.71
26.98,11.82,0.76,82.25,145.81
26.17,21.38,0.86,86.35,168.91
26.59,42.76,0.26,84.25,227.17
26.15,21.38,1.54,88.09,158.76
27.02,0.0,0.95,83.1,223.12
27.57,0.0,0.85,80.68,255.8
27.44,0.0,1.05,81.48,254.39
26.68,64.82,0.21,84.35,197.79
26.53,0.0,0.94,83.76,71.93
27.71,0.0,0.67,76.38,244.0
27.03,0.0,0.57,80.81,218.37
26.84,11.72,0.48,81.75,262.79
26.62,5.86,0.56,84.95,218.16
26.55,29.3,0.71,84.78,130.04
27.06,35.16,1.31,78.98,161.4
27.19,0.0,0.65,77.69,200.68
26.91,0.0,0.99,81.71,170.37
26.61,11.38,0.57,82.79,109.15
26.79,22.75,0.78,82.31,148.01
26.92,0.0,2.65,81.19,243.04
27.11,0.0,2.89,84.57,242.52
26.93,11.08,2.42,85.39,256.81
27.66,0.0,2.1,80.34,256.67
27.81,0.0,1.59,79.04,229.37
27.66,0.0,1.23,80.55,245.36
27.05,22.16,0.25,83.66,198.51
26.68,14.21,0.12,83.74,259.9
26.43,0.0,0.11,83.13,208.54
26.48,12.43,0.78,84.23,246.04
26.97,0.0,1.42,83.38,259.84
26.83,12.43,1.18,83.58,266.17
26.57,0.0,1.68,87.45,241.88
26.38,0.0,1.28,85.81,246.55
26.3,0.0,1.27,85.28,245.73
26.9,0.0,0.81,82.09,256.75
27.09,0.0,1.66,83.0,226.94
27.31,0.0,1.77,80.53,262.06
26.71,0.0,1.84,82.3,226.83
26.86,0.0,1.87,85.09,222.31
26.81,5.18,1.17,82.36,235.12
26.79,5.18,0.57,81.66,189.8
25.47,15.54,1.08,89.9,124.73
25.31,27.47,0.21,89.2,85.68
25.7,13.73,0.23,87.55,142.08
26.01,0.0,0.93,82.86,121.64
26.44,13.73,0.36,80.93,222.17
26.01,27.47,0.82,87.54,163.41
26.66,0.0,0.22,83.42,217.57
26.26,11.86,0.7,86.27,176.83
26.81,0.0,0.8,83.29,203.64
27.17,0.0,0.66,81.63,243.32
27.24,11.86,0.62,78.81,257.46
26.55,15.56,0.6,81.95,241.83
26.67,0.0,0.64,82.24,229.14
26.43,5.19,0.34,82.3,233.64
26.53,15.56,0.83,79.65,174.32
26.72,17.79,2.26,78.15,151.26
27.12,22.56,3.88,76.95,225.1
27.19,0.0,3.39,81.48,203.65
26.34,0.0,3.72,85.51,213.05
26.37,0.0,2.72,87.53,221.18
26.17,0.0,1.31,85.97,174.63
26.4,10.02,0.99,81.15,178.62
26.37,30.05,0.57,82.9,206.11
26.38,10.02,0.74,82.63,222.05
25.4,20.03,0.67,88.04,99.98
26.49,0.0,0.74,83.53,249.73
26.69,0.0,0.43,82.34,251.71
26.23,24.05,0.64,83.48,214.49
26.29,24.05,0.86,85.15,169.09
26.56,12.02,0.91,83.25,191.32
26.3,12.02,0.66,85.76,216.61
26.22,7.93,0.15,85.61,169.47
25.83,15.85,0.48,86.38,108.28
26.72,0.0,2.1,79.32,246.87
27.01,0.0,1.61,81.53,252.76
27.0,0.0,1.3,81.22,258.76
26.75,0.0,1.54,80.16,240.92
26.77,0.0,1.66,80.95,241.03
26.59,0.0,2.03,83.25,237.16
26.46,0.0,2.25,85.19,235.63
26.76,0.0,2.36,82.97,225.13
26.05,0.0,2.52,87.25,183.74
26.2,0.0,1.61,84.87,171.42
26.45,6.6,0.66,81.95,202.34
26.09,13.2,0.75,85.76,153.19
26.12,6.6,1.53,85.69,163.33
25.99,0.0,1.78,87.89,199.18
26.51,0.0,1.89,85.34,242.31
26.37,0.0,1.0,84.15,213.94
26.56,0.0,0.78,81.91,233.57
26.65,0.0,1.01,82.09,268.46
26.85,5.27,1.16,81.57,260.65
27.01,0.0,2.0,83.07,251.88
26.67,5.27,0.99,82.73,249.98
26.56,5.27,0.24,81.67,176.38
25.79,26.37,0.85,86.35,148.81
26.47,10.55,0.75,78.75,159.01
27.11,14.62,1.26,78.04,205.88
26.88,0.0,2.13,81.59,251.19
26.38,0.0,2.49,84.92,275.2
26.26,14.62,2.05,85.43,234.83
26.12,0.0,1.62,85.1,211.73
26.77,0.0,1.81,82.84,251.49
26.56,0.0,2.17,81.54,260.8
26.59,0.0,1.68,82.0,253.24
26.3,0.0,1.36,82.73,218.88
25.72,8.45,0.57,86.74,199.73
26.14,11.51,0.46,84.3,223.21
25.79,11.51,0.38,84.91,133.74
26.75,0.0,0.89,77.82,156.53
27.43,0.0,0.54,76.16,212.16
26.97,5.75,0.99,79.96,209.37
25.68,10.23,0.33,88.97,123.6
26.29,5.11,0.52,84.06,253.13
26.33,0.0,0.66,83.99,163.47
26.63,5.11,2.42,84.79,214.48
26.51,5.11,2.19,83.67,237.8
26.36,0.0,2.25,84.79,248.33
26.31,8.45,1.42,83.77,208.78
26.78,0.0,1.52,81.48,238.13
26.75,0.0,2.3,82.67,230.41
26.36,8.45,2.04,82.85,201.83
26.59,0.0,2.1,84.51,233.62
26.94,0.0,1.13,79.28,267.99
26.65,22.68,0.47,77.35,228.84
25.82,0.0,1.43,83.04,147.22
26.83,0.0,1.12,80.43,229.57
26.63,0.0,1.79,81.79,226.95
26.44,11.88,1.03,83.37,234.08
26.63,5.94,1.02,81.45,221.23
27.09,0.0,0.92,80.82,246.29
26.82,17.82,1.01,82.8,231.05
26.11,11.88,1.29,84.48,157.72
26.14,24.38,2.33,84.63,223.77
26.39,8.13,1.4,82.82,189.24
26.7,0.0,1.9,83.89,248.62
26.44,24.38,1.84,85.12,250.57
26.37,0.0,0.94,84.54,179.92
26.39,10.95,0.85,83.79,203.49
26.67,5.47,0.56,80.5,142.98
27.6,0.0,0.65,77.78,220.75
27.01,0.0,0.6,81.17,238.19
26.6,16.42,0.1,83.49,197.02
26.13,18.8,0.33,85.86,112.21
26.54,9.4,0.66,83.48,200.09
27.05,14.1,0.55,80.29,257.3
27.28,14.1,0.43,75.41,145.72
27.62,4.7,0.61,74.9,211.69
27.98,0.0,0.97,73.78,249.66
27.75,0.0,1.6,75.12,244.38
27.37,9.05,1.67,80.83,242.98
26.78,0.0,0.34,82.73,198.08
27.05,9.05,0.33,80.59,224.38
27.69,12.95,0.89,76.9,219.86
27.43,22.66,1.73,79.97,273.63
26.98,0.0,1.09,84.59,285.31
26.34,11.33,0.45,84.88,197.25
26.58,0.0,0.52,81.35,248.51
26.85,0.0,1.71,85.5,257.07
26.62,0.0,1.86,86.92,232.52
26.8,0.0,0.44,83.8,247.08
26.87,15.79,0.58,79.31,235.41
26.61,0.0,1.45,83.75,216.13
26.47,0.0,1.43,84.69,236.29
27.03,0.0,0.76,80.51,259.53
27.23,36.21,0.72,79.84,237.27
26.56,0.0,0.66,83.55,230.71
27.05,0.0,1.58,81.92,262.78
27.23,0.0,1.62,83.76,237.95
27.1,7.51,0.42,81.34,213.38
26.35,15.03,0.6,84.33,88.56
27.06,0.0,1.23,81.72,244.12
27.32,0.0,0.29,79.77,260.39
27.0,0.0,1.85,79.61,193.33
26.55,0.0,0.43,82.49,187.1
27.18,15.12,0.54,81.3,246.12
27.1,0.0,0.93,83.2,238.4
26.76,15.12,1.32,84.93,215.16
26.6,0.0,1.15,85.9,174.56
26.16,8.41,1.09,88.2,162.07
26.31,14.72,0.7,86.89,165.3
26.75,3.68,1.7,82.17,188.84
25.9,3.68,2.49,88.03,82.87
26.02,4.81,1.98,85.93,139.27
26.14,21.97,0.51,85.72,113.1
26.45,6.41,0.31,86.82,145.13
26.62,4.81,1.7,83.58,133.08
26.22,4.81,0.58,86.12,166.68
25.76,0.0,2.51,88.06,141.07
26.55,19.62,0.48,83.19,199.83
26.98,0.0,1.12,80.04,182.37
26.26,9.81,0.74,83.09,169.37
25.99,0.0,1.24,85.95,159.2
26.24,0.0,1.51,81.73,202.83
26.69,0.0,0.86,82.46,185.3
26.67,17.67,0.57,82.01,186.13
26.22,5.89,0.33,86.49,122.27
26.72,0.0,1.25,84.18,164.61
26.62,5.89,0.88,86.98,209.66
26.96,0.0,0.4,83.16,200.06
27.15,0.0,0.79,80.79,212.86
27.04,28.11,1.08,80.58,188.83
26.04,28.11,0.13,86.87,56.95
25.99,18.74,1.94,87.54,148.46
26.78,0.0,0.52,82.13,239.24
26.54,0.0,0.7,82.1,188.56
27.32,10.32,2.13,78.48,234.88
26.78,0.0,3.21,83.28,177.67
25.94,20.63,1.78,87.61,151.45
26.83,0.0,1.62,81.12,184.7
26.24,16.65,3.37,83.97,87.59
26.2,16.65,2.11,81.89,120.9
25.67,11.1,3.01,85.69,57.61
25.73,5.55,0.29,85.2,64.77
26.49,0.0,0.5,82.33,207.49
26.84,0.0,0.62,81.89,214.68
26.81,0.0,0.75,82.98,178.67
27.11,0.0,1.1,82.24,184.34
26.85,0.0,0.48,84.62,178.96
26.67,4.21,0.5,84.08,181.33
26.41,8.42,0.45,85.9,177.61
26.36,4.21,0.29,84.29,144.09
26.74,0.0,1.16,83.12,169.46
26.8,4.21,0.54,85.21,175.76
26.68,0.0,0.78,84.88,183.25
26.49,8.43,0.57,86.55,168.6
26.79,0.0,1.18,85.47,198.44
27.2,0.0,0.55,82.63,206.03
26.65,4.21,1.18,83.44,163.48
26.86,0.0,1.22,82.13,204.86
27.16,0.0,1.21,79.93,202.54
27.33,0.0,1.53,75.27,234.7
27.7,0.0,1.82,69.93,250.83
27.6,0.0,1.16,71.03,241.09
27.41,0.0,1.86,73.9,234.79
26.48,6.32,2.97,84.36,142.59
26.6,4.21,3.74,80.84,184.22
26.25,4.21,3.23,81.65,124.3
26.52,2.11,1.62,81.45,178.71
26.69,0.0,1.9,80.09,193.04
26.65,1.66,1.78,81.2,164.61
26.78,8.3,2.1,78.51,220.17
26.41,1.66,2.84,81.55,166.82
26.79,1.66,1.71,80.73,170.47
25.56,5.6,4.81,86.35,109.66
25.75,13.07,2.66,83.19,134.79
25.64,7.47,1.63,81.6,86.59
26.06,5.6,3.68,80.98,102.39
26.4,10.67,2.59,72.03,137.54
26.12,5.6,1.72,82.58,119.65
26.58,9.48,2.57,79.47,158.52
26.76,0.0,3.05,78.58,196.54
26.46,14.21,3.48,79.61,124.53
26.81,0.0,0.8,79.08,225.44
26.82,0.0,0.7,81.52,240.07
26.9,0.0,1.03,83.16,213.77
26.92,0.0,1.56,82.75,188.88
26.46,15.93,1.05,85.32,189.08
26.71,0.0,0.57,83.69,211.33
27.12,0.0,0.65,79.99,214.55
25.63,0.0,2.81,87.95,35.42
25.09,16.06,3.89,85.07,83.43
25.55,4.01,3.87,83.67,164.61
25.04,28.1,5.21,87.37,72.92
24.43,20.07,5.32,87.34,72.48
25.46,15.58,4.85,80.21,130.95
25.59,20.78,2.71,87.29,139.68
26.01,5.19,1.91,85.14,166.99
26.25,0.0,0.73,85.34,163.98
26.27,5.19,0.89,84.55,211.54
26.24,0.0,1.21,86.02,153.53
26.58,0.0,1.25,84.91,217.76
26.71,0.0,0.2,82.45,234.85
26.12,2.55,0.5,83.56,172.41
26.49,2.55,0.55,83.36,219.29
26.17,16.62,0.7,84.34,176.04
26.38,0.0,0.45,83.69,190.96
26.57,0.0,0.82,83.55,221.83
26.77,0.0,1.62,79.1,239.42
26.84,8.31,1.43,77.74,215.76
26.75,8.31,2.78,78.05,170.48
26.16,14.1,3.46,78.74,188.22
25.64,28.2,4.56,85.03,125.44
25.46,0.0,4.68,85.92,90.64
26.47,0.0,2.71,80.64,211.15
26.77,4.7,2.36,76.24,195.44
26.24,19.02,2.95,77.75,159.31
25.49,15.22,1.3,89.15,87.1
25.75,0.0,0.46,86.56,140.94
25.77,15.22,1.18,85.95,175.58
26.52,0.0,2.11,81.62,185.92
26.52,9.35,1.61,82.77,187.2
26.15,14.02,2.97,84.8,168.7
25.71,14.02,1.81,84.02,96.22
26.71,14.02,0.69,80.37,192.13
27.0,0.0,0.85,79.44,188.11
26.66,0.0,0.92,81.99,228.03
26.81,0.0,1.0,80.45,260.3
26.55,25.8,1.54,79.7,212.42
26.32,0.0,0.86,81.5,212.14
26.63,0.0,0.74,82.38,241.24
27.12,0.0,2.72,78.38,224.33
26.28,14.24,1.83,82.95,187.27
26.46,0.0,2.17,78.91,232.15
26.12,7.12,2.8,81.57,200.68
25.32,42.73,2.41,87.01,123.45
25.26,9.3,0.38,87.45,131.37
25.94,0.0,2.17,80.78,235.07
25.32,9.3,3.64,85.27,98.32
25.78,10.64,1.62,83.32,195.57
26.04,0.0,0.39,84.13,231.77
26.61,0.0,1.08,82.43,227.52
26.23,0.0,1.25,83.49,225.23
26.77,0.0,0.52,78.03,278.98
26.4,0.0,1.12,82.83,224.04
26.8,0.0,0.58,81.68,256.8
26.72,0.0,0.87,81.22,238.98
26.54,0.0,2.08,78.49,222.8
26.84,0.0,1.42,79.59,250.09
26.37,0.0,1.09,81.66,205.9
26.05,0.0,2.7,81.83,171.97
25.72,28.58,1.73,84.63,185.4
26.01,0.0,1.18,83.41,139.69
26.86,14.29,1.1,78.87,254.65
27.18,0.0,1.25,77.95,267.86
26.66,0.0,1.45,80.86,231.11
26.73,0.0,1.88,78.43,258.74
26.98,0.0,2.39,75.24,265.68
26.73,0.0,1.09,79.73,233.34
26.71,0.0,1.16,80.82,243.35
27.36,0.0,0.89,75.22,275.26
27.3,0.0,1.12,77.77,254.66
27.45,0.0,0.83,75.63,272.36
27.61,0.0,1.04,76.3,282.42
27.27,0.0,1.04,74.34,287.56
27.28,0.0,1.54,72.97,270.8
27.33,12.2,1.65,74.05,254.46
27.39,0.0,2.21,70.72,178.64
26.67,24.4,1.45,79.56,155.04
26.94,0.0,0.88,78.53,231.1
27.26,0.0,1.34,76.76,233.49
27.77,0.0,1.94,73.53,280.24
27.12,10.23,2.36,77.94,213.1
26.96,10.23,1.3,78.95,182.46
27.31,0.0,1.84,73.74,259.28
27.1,0.0,1.6,77.74,211.93
27.48,16.9,1.06,77.31,258.89
27.22,0.0,0.9,80.07,233.82
27.14,0.0,1.55,78.88,198.52
27.54,16.9,2.05,76.81,237.27
27.54,0.0,1.09,77.81,220.38
27.78,7.59,1.01,79.09,231.67
27.63,15.19,0.64,79.92,188.6
26.85,15.19,1.77,83.04,84.14
27.04,15.19,0.35,82.2,158.06
26.62,53.38,1.44,83.33,184.88
26.85,0.0,2.26,82.78,204.89
26.37,0.0,1.65,88.68,147.68
26.71,0.0,0.7,85.12,190.54
26.22,0.0,0.54,87.68,66.84
27.11,22.65,0.84,82.21,225.49
26.6,0.0,1.75,83.75,149.51
26.99,22.65,0.55,85.6,189.8
26.85,0.0,0.29,84.26,272.29
26.76,0.0,1.13,86.05,157.58
27.15,0.0,0.19,84.38,215.34
27.07,16.61,0.78,84.79,276.74
26.82,16.61,0.47,84.44,200.45
27.44,16.61,0.2,80.65,251.79
27.08,0.0,0.63,82.44,212.67
27.69,17.6,0.46,80.73,209.52
27.93,0.0,0.3,80.23,257.56
28.34,0.0,0.35,78.95,243.22
28.5,0.0,0.53,76.84,255.79
27.83,17.6,0.27,81.1,253.15
27.28,6.68,0.13,84.62,238.05
27.03,6.68,1.47,84.46,253.15
27.19,0.0,1.16,83.52,240.75
27.16,6.68,0.91,83.7,225.65
27.05,6.68,0.35,82.72,203.13
26.89,13.27,0.47,83.68,187.31
26.48,39.8,1.93,85.2,175.51
26.39,0.0,0.58,83.33,195.62
26.77,0.0,0.61,83.34,224.15
27.05,13.27,1.49,83.58,224.92
26.94,36.25,1.99,83.92,212.04
